Sequencing.run,Sample_name,Sample_ID,Locus,Index.Set,Index.number,i7_Index_Name,i5_Index_Name,Well,Month.year,Creek,Station,Bio.rep,Dilution.factor,Type,rc
3,NGN0209,MiMammal.0821.5Sqm.Up.2,MiMammal,A,23,UDP0023,UDP0023,G03,821,5Sqm,Up,2,1,sample,
3,NGN0210,MiMammal.0821.Kangaroo,MiMammal,A,24,UDP0024,UDP0024,H03,821,Kangaroo,Kangaroo,1,1,kangaroo,
3,NGN0211,MiFish.0321.1Prt.Dn.1,MiFish,A,25,UDP0025,UDP0025,A04,321,1Prt,Dn,1,100,tech_rep,
3,NGN0212,MiFish.0321.1Prt.Dn.2,MiFish,A,26,UDP0026,UDP0026,B04,321,1Prt,Dn,2,100,sample,
3,NGN0213,MiFish.0321.1Prt.Up.2,MiFish,A,27,UDP0027,UDP0027,C04,321,1Prt,Up,2,100,sample,
3,NGN0214,MiFish.0321.2Brn.Dn.1,MiFish,A,28,UDP0028,UDP0028,D04,321,2Brn,Dn,1,1,sample,
3,NGN0215,MiFish.0321.2Brn.Up.1,MiFish,A,29,UDP0029,UDP0029,E04,321,2Brn,Up,1,1,sample,
3,NGN0216,MiFish.0321.2Brn.Up.2,MiFish,A,30,UDP0030,UDP0030,F04,321,2Brn,Up,2,1,sample,
3,NGN0217,MiFish.0321.2Brn.Up.3,MiFish,A,31,UDP0031,UDP0031,G04,321,2Brn,Up,3,1,sample,
3,NGN0218,MiFish.0321.4Pad.Dn.1,MiFish,A,32,UDP0032,UDP0032,H04,321,4Pad,Dn,1,1,sample,
3,NGN0219,MiFish.0321.5Sqm.Up.2,MiFish,A,33,UDP0033,UDP0033,A05,321,5Sqm,Up,2,1,sample,
3,NGN0220,MiFish.0321.1Prt.Dn.1TR2,MiFish,A,34,UDP0034,UDP0034,B05,321,1Prt,Dn,1TR2,100,tech_rep,
3,NGN0221,MiFish.0321.1Prt.Dn.1TR3,MiFish,A,35,UDP0035,UDP0035,C05,321,1Prt,Dn,1TR3,100,tech_rep,
3,NGN0222,MiFish.0421.1Prt.Dn.2,MiFish,A,36,UDP0036,UDP0036,D05,421,1Prt,Dn,2,100,sample,
3,NGN0223,MiFish.0421.2Brn.Up.3,MiFish,A,37,UDP0037,UDP0037,E05,421,2Brn,Up,3,1,sample,
3,NGN0224,MiFish.0421.3Chk.Dn.3,MiFish,A,38,UDP0038,UDP0038,F05,421,3Chk,Dn,3,1,tech_rep,
3,NGN0225,MiFish.0421.4Pad.Dn.1,MiFish,A,39,UDP0039,UDP0039,G05,421,4Pad,Dn,1,1,sample,
3,NGN0226,MiFish.0421.4Pad.Up11.3,MiFish,A,40,UDP0040,UDP0040,H05,421,4Pad,Up11,3,1,sample,
3,NGN0227,MiFish.0421.5Sqm.Up.1,MiFish,A,41,UDP0041,UDP0041,A06,421,5Sqm,Up,1,1,sample,
3,NGN0228,MiFish.0421.3Chk.Dn.3TR2,MiFish,A,42,UDP0042,UDP0042,B06,421,3Chk,Dn,3TR2,1,tech_rep,
3,NGN0229,MiFish.0421.3Chk.Dn.3TR3,MiFish,A,43,UDP0043,UDP0043,C06,421,3Chk,Dn,3TR3,1,tech_rep,
3,NGN0230,MiFish.0821.1Prt.Dn.1,MiFish,A,44,UDP0044,UDP0044,D06,821,1Prt,Dn,1,1,sample,
3,NGN0231,MiFish.0821.1Prt.Up.1,MiFish,A,45,UDP0045,UDP0045,E06,821,1Prt,Up,1,1,sample,
3,NGN0232,MiFish.0821.2Brn.Up.2,MiFish,A,46,UDP0046,UDP0046,F06,821,2Brn,Up,2,1,sample,
3,NGN0233,MiFish.0821.3Chk.Dn.2,MiFish,A,47,UDP0047,UDP0047,G06,821,3Chk,Dn,2,1,sample,
3,NGN0234,MiFish.0821.4Pad.Dn.2,MiFish,A,48,UDP0048,UDP0048,H06,821,4Pad,Dn,2,1,sample,
3,NGN0235,MiFish.0821.4Pad.Up11.3,MiFish,A,49,UDP0049,UDP0049,A07,821,4Pad,Up11,3,1,sample,
3,NGN0236,MiFish.0821.4Pad.Up5.3,MiFish,A,50,UDP0050,UDP0050,B07,821,4Pad,Up5,3,1,sample,
3,NGN0237,MiFish.0821.5Sqm.Dn.2,MiFish,A,51,UDP0051,UDP0051,C07,821,5Sqm,Dn,2,1,sample,
3,NGN0238,MiFish.Kangaroo.Run.3,MiFish,A,52,UDP0052,UDP0052,D07,,Kangaroo,Kangaroo,1,1,kangaroo,
3,NGN0239,COI.0321.2Brn.Up.2,COI,A,53,UDP0053,UDP0053,E07,321,2Brn,Up,2,1,tech_rep,
3,NGN0240,COI.0321.2Brn.Up.2TR2,COI,A,54,UDP0054,UDP0054,F07,321,2Brn,Up,2TR2,1,tech_rep,
3,NGN0241,COI.0321.2Brn.Up.2TR3,COI,A,55,UDP0055,UDP0055,G07,321,2Brn,Up,2TR3,1,tech_rep,
3,NGN0242,COI.0421.1Prt.Dn.1,COI,A,56,UDP0056,UDP0056,H07,421,1Prt,Dn,1,100,sample,
3,NGN0243,COI.0421.2Brn.Dn.1,COI,A,57,UDP0057,UDP0057,A08,421,2Brn,Dn,1,1,sample,
3,NGN0244,COI.0421.2Brn.Dn.2,COI,A,58,UDP0058,UDP0058,B08,421,2Brn,Dn,2,1,sample,
3,NGN0245,COI.0421.2Brn.Dn.3,COI,A,59,UDP0059,UDP0059,C08,421,2Brn,Dn,3,1,sample,
3,NGN0246,COI.0421.3Chk.Dn.2,COI,A,60,UDP0060,UDP0060,D08,421,3Chk,Dn,2,1,sample,
3,NGN0247,COI.0421.3Chk.Dn.3,COI,A,61,UDP0061,UDP0061,E08,421,3Chk,Dn,3,1,sample,
3,NGN0248,COI.0421.3Chk.Up.1,COI,A,62,UDP0062,UDP0062,F08,421,3Chk,Up,1,1,sample,
3,NGN0249,COI.0421.3Chk.Up.2,COI,A,63,UDP0063,UDP0063,G08,421,3Chk,Up,2,1,sample,
3,NGN0250,COI.0421.3Chk.Up.3,COI,A,64,UDP0064,UDP0064,H08,421,3Chk,Up,3,1,sample,
3,NGN0251,COI.0421.4Pad.Up11.2,COI,A,66,UDP0066,UDP0066,B09,421,4Pad,Up11,2,1,tech_rep,
3,NGN0252,COI.0421.5Sqm.Up.3,COI,A,68,UDP0068,UDP0068,D09,421,5Sqm,Up,3,1,sample,
3,NGN0253,COI.0421.4Pad.Up11.2TR2,COI,A,69,UDP0069,UDP0069,E09,421,4Pad,Up11,2TR2,1,tech_rep,
3,NGN0254,COI.0421.4Pad.Up11.2TR3,COI,A,70,UDP0070,UDP0070,F09,421,4Pad,Up11,2TR3,1,tech_rep,
3,NGN0255,COI.0821.1Prt.Dn.1,COI,A,71,UDP0071,UDP0071,G09,821,1Prt,Dn,1,10,sample,
3,NGN0256,COI.0821.1Prt.Dn.2,COI,A,72,UDP0072,UDP0072,H09,821,1Prt,Dn,2,10,sample,
3,NGN0257,COI.0821.1Prt.Up.1,COI,A,73,UDP0073,UDP0073,A10,821,1Prt,Up,1,10,sample,
3,NGN0258,COI.0821.2Brn.Dn.1,COI,A,74,UDP0074,UDP0074,B10,821,2Brn,Dn,1,1,sample,
3,NGN0259,COI.0821.2Brn.Dn.2,COI,A,75,UDP0075,UDP0075,C10,821,2Brn,Dn,2,1,sample,
3,NGN0260,COI.0821.2Brn.Dn.3,COI,A,76,UDP0076,UDP0076,D10,821,2Brn,Dn,3,1,sample,
3,NGN0261,COI.0821.2Brn.Up.1,COI,A,77,UDP0077,UDP0077,E10,821,2Brn,Up,1,1,sample,
3,NGN0262,COI.0821.2Brn.Up.3,COI,A,78,UDP0078,UDP0078,F10,821,2Brn,Up,3,1,sample,
3,NGN0263,COI.0821.3Chk.Dn.3,COI,A,79,UDP0079,UDP0079,G10,821,3Chk,Dn,3,1,sample,
3,NGN0264,COI.0821.3Chk.Up.3,COI,A,80,UDP0080,UDP0080,H10,821,3Chk,Up,3,1,sample,
3,NGN0265,COI.0821.4Pad.Dn.2,COI,A,81,UDP0081,UDP0081,A11,821,4Pad,Dn,2,1,sample,
3,NGN0266,COI.0821.4Pad.Up5.3,COI,A,82,UDP0082,UDP0082,B11,821,4Pad,Up5,3,1,sample,
3,NGN0267,COI.0821.5Sqm.Dn.1,COI,A,83,UDP0083,UDP0083,C11,821,5Sqm,Dn,1,1,sample,
3,NGN0268,COI.0821.5Sqm.Dn.2,COI,A,84,UDP0084,UDP0084,D11,821,5Sqm,Dn,2,1,sample,
3,NGN0269,COI.0821.5Sqm.Dn.3,COI,A,85,UDP0085,UDP0085,E11,821,5Sqm,Dn,3,1,sample,
3,NGN0270,COI.0821.5Sqm.Up.1,COI,A,86,UDP0086,UDP0086,F11,821,5Sqm,Up,1,1,sample,
3,NGN0271,COI.0821.5Sqm.Up.3,COI,A,87,UDP0087,UDP0087,G11,821,5Sqm,Up,3,1,sample,
3,NGN0272,COI.0821.5Sqm.Dn.1TR2,COI,A,88,UDP0088,UDP0088,H11,821,5Sqm,Dn,1TR2,1,tech_rep,
3,NGN0273,COI.0821.5Sqm.Dn.1TR3,COI,A,89,UDP0089,UDP0089,A12,821,5Sqm,Dn,1TR3,1,tech_rep,
3,NGN0274,COI.Kangaroo.Run.3,COI,A,90,UDP0090,UDP0090,B12,,Kangaroo,Kangaroo,1,1,kangaroo,
3,NGN0275,MiMammal.0321.1Prt.Up.1,MiMammal,A,95,UDP0095,UDP0095,G12,321,1Prt,Up,1,10,sample,
3,NGN0276,MiMammal.0321.2Brn.Dn.2,MiMammal,A,96,UDP0096,UDP0096,H12,321,2Brn,Dn,2,1,sample,
4,NGN0277,MiMammal.0321.4Pad.Dn.3,MiMammal,A,1,UDP0001,UDP0001,A01,321,4Pad,Dn,3,1,sample,
4,NGN0278,MiMammal.0321.4Pad.Up11.3,MiMammal,A,2,UDP0002,UDP0002,B01,321,4Pad,Up11,3,1,sample,
4,NGN0279,MiMammal.0321.5Sqm.Dn.3,MiMammal,A,3,UDP0003,UDP0003,C01,321,5Sqm,Dn,3,1,sample,
4,NGN0280,MiMammal.0421.3Chk.Dn.1,MiMammal,A,4,UDP0004,UDP0004,D01,421,3Chk,Dn,1,1,sample,
4,NGN0281,MiMammal.0421.3Chk.Dn.2,MiMammal,A,5,UDP0005,UDP0005,E01,421,3Chk,Dn,2,1,sample,
4,NGN0282,MiMammal.0421.3Chk.Up.1,MiMammal,A,6,UDP0006,UDP0006,F01,421,3Chk,Up,1,1,tech_rep,
4,NGN0283,MiMammal.0421.5Sqm.Up.3,MiMammal,A,7,UDP0007,UDP0007,G01,421,5Sqm,Up,3,1,sample,
4,NGN0284,MiMammal.0421.3Chk.Up.1TR2,MiMammal,A,8,UDP0008,UDP0008,H01,421,3Chk,Up,1,1,tech_rep,
4,NGN0285,MiMammal.0421.3Chk.Up.1TR3,MiMammal,A,9,UDP0009,UDP0009,A02,421,3Chk,Up,1,1,tech_rep,
4,NGN0286,MiMammal.0821.1Prt.Dn.1,MiMammal,A,10,UDP0010,UDP0010,B02,821,1Prt,Dn,1,1,sample,
4,NGN0287,MiMammal.0821.1Prt.Up.1,MiMammal,A,11,UDP0011,UDP0011,C02,821,1Prt,Up,1,10,sample,
4,NGN0288,MiMammal.0821.2Brn.Dn.1,MiMammal,A,12,UDP0012,UDP0012,D02,821,2Brn,Dn,1,1,sample,
4,NGN0289,MiMammal.0821.2Brn.Dn.2,MiMammal,A,13,UDP0013,UDP0013,E02,821,2Brn,Dn,2,1,sample,
4,NGN0290,MiMammal.0821.2Brn.Dn.3,MiMammal,A,14,UDP0014,UDP0014,F02,821,2Brn,Dn,3,1,sample,
4,NGN0291,MiMammal.0821.2Brn.Up.3,MiMammal,A,15,UDP0015,UDP0015,G02,821,2Brn,Up,3,1,sample,
4,NGN0292,MiMammal.0821.3Chk.Dn.2,MiMammal,A,16,UDP0016,UDP0016,H02,821,3Chk,Dn,2,1,sample,
4,NGN0293,MiMammal.0821.3Chk.Up.2,MiMammal,A,17,UDP0017,UDP0017,A03,821,3Chk,Up,2,1,sample,
4,NGN0294,MiMammal.0821.4Pad.Dn.2,MiMammal,A,18,UDP0018,UDP0018,B03,821,4Pad,Dn,2,1,sample,
4,NGN0295,MiMammal.0821.4Pad.Dn.3,MiMammal,A,19,UDP0019,UDP0019,C03,821,4Pad,Dn,3,1,sample,
4,NGN0296,MiMammal.0821.4Pad.Up11.2,MiMammal,A,20,UDP0020,UDP0020,D03,821,4Pad,Up11,2,1,sample,
4,NGN0297,MiMammal.0821.4Pad.Up5.3,MiMammal,A,21,UDP0021,UDP0021,E03,821,4Pad,Up6,3,1,sample,
4,NGN0298,MiMammal.0821.5Sqm.Dn.2,MiMammal,A,22,UDP0022,UDP0022,F03,821,5Sqm,Dn,2,1,sample,
4,NGN0299,MiMammal.0821.5Sqm.Dn.3,MiMammal,A,23,UDP0023,UDP0023,G03,821,5Sqm,Dn,3,1,sample,
4,NGN0300,MiMammal.0821.5Sqm.Up.1,MiMammal,A,24,UDP0024,UDP0024,H03,821,5Sqm,Up,1,1,sample,
4,NGN0301,MiMammal.0821.Kangaroo,MiMammal,A,25,UDP0025,UDP0025,A04,,Kangaroo,Kangaroo,1,1,kangaroo,
4,NGN0302,MiFish.0321.1Prt.Dn.3,MiFish,A,26,UDP0026,UDP0026,B04,321,1Prt,Dn,3,100,sample,
4,NGN0303,MiFish.0321.1Prt.Up.3,MiFish,A,27,UDP0027,UDP0027,C04,321,1Prt,Up,3,100,sample,
4,NGN0304,MiFish.0321.2Brn.Dn.2,MiFish,A,28,UDP0028,UDP0028,D04,321,2Brn,Dn,2,1,sample,
4,NGN0305,MiFish.0321.3Chk.Dn.2,MiFish,A,29,UDP0029,UDP0029,E04,321,3Chk,Dn,2,1,sample,
4,NGN0306,MiFish.0321.3Chk.Up.1,MiFish,A,30,UDP0030,UDP0030,F04,321,3Chk,Up,1,10,sample,
4,NGN0307,MiFish.0321.3Chk.Up.3,MiFish,A,31,UDP0031,UDP0031,G04,321,3Chk,Up,3,10,sample,
4,NGN0308,MiFish.0321.4Pad.Up11.2,MiFish,A,32,UDP0032,UDP0032,H04,321,4Pad,Up11,2,1,sample,
4,NGN0309,MiFish.0321.5Sqm.Dn.1,MiFish,A,33,UDP0033,UDP0033,A05,321,5Sqm,Dn,1,1,sample,
4,NGN0310,MiFish.0321.5Sqm.Dn.2,MiFish,A,34,UDP0034,UDP0034,B05,321,5Sqm,Dn,2,1,sample,
4,NGN0311,MiFish.0321.5Sqm.Up.3,MiFish,A,35,UDP0035,UDP0035,C05,321,5Sqm,Up,3,1,sample,
4,NGN0312,MiFish.0421.1Prt.Up.1,MiFish,A,36,UDP0036,UDP0036,D05,421,1Prt,Up,1,10,sample,
4,NGN0313,MiFish.0421.1Prt.Up.2,MiFish,A,37,UDP0037,UDP0037,E05,421,1Prt,Up,2,10,sample,
4,NGN0314,MiFish.0421.1Prt.Up.3,MiFish,A,38,UDP0038,UDP0038,F05,421,1Prt,Up,3,10,sample,
4,NGN0315,MiFish.0421.2Brn.Dn.1,MiFish,A,39,UDP0039,UDP0039,G05,421,2Brn,Dn,1,1,sample,
4,NGN0316,MiFish.0421.2Brn.Up.1,MiFish,A,40,UDP0040,UDP0040,H05,421,2Brn,Up,1,1,sample,
4,NGN0317,MiFish.0421.3Chk.Up.2,MiFish,A,41,UDP0041,UDP0041,A06,421,3Chk,Up,2,1,sample,
4,NGN0318,MiFish.0421.3Chk.Up.3,MiFish,A,42,UDP0042,UDP0042,B06,421,3Chk,Up,3,1,sample,
4,NGN0319,MiFish.0421.4Pad.Dn.2,MiFish,A,43,UDP0043,UDP0043,C06,421,4Pad,Dn,2,1,sample,
4,NGN0320,MiFish.0421.4Pad.Dn.3,MiFish,A,44,UDP0044,UDP0044,D06,421,4Pad,Dn,3,1,sample,
4,NGN0321,MiFish.0421.4Pad.Up11.1,MiFish,A,45,UDP0045,UDP0045,E06,421,4Pad,Up11,1,1,sample,
4,NGN0322,MiFish.0421.4Pad.Up5.3,MiFish,A,46,UDP0046,UDP0046,F06,421,4Pad,Up5,3,1,sample,
4,NGN0323,MiFish.0421.5Sqm.Dn.1,MiFish,A,47,UDP0047,UDP0047,G06,421,5Sqm,Dn,1,1,sample,
4,NGN0324,MiFish.0821.2Brn.Dn.1,MiFish,A,48,UDP0048,UDP0048,H06,821,2Brn,Dn,1,1,sample,
4,NGN0325,MiFish.0821.2Brn.Dn.3,MiFish,A,49,UDP0049,UDP0049,A07,821,2Brn,Dn,3,1,sample,
4,NGN0326,MiFish.0821.3Chk.Dn.1,MiFish,A,50,UDP0050,UDP0050,B07,821,3Chk,Dn,1,1,sample,
4,NGN0327,MiFish.0821.3Chk.Dn.3,MiFish,A,51,UDP0051,UDP0051,C07,821,3Chk,Dn,3,1,sample,
4,NGN0328,MiFish.0821.3Chk.Up.2,MiFish,A,52,UDP0052,UDP0052,D07,821,3Chk,Up,2,1,sample,
4,NGN0329,MiFish.0821.3Chk.Up.3,MiFish,A,53,UDP0053,UDP0053,E07,821,3Chk,Up,3,1,sample,
4,NGN0330,MiFish.0821.4Pad.Dn.3,MiFish,A,54,UDP0054,UDP0054,F07,821,4Pad,Dn,3,1,sample,
4,NGN0331,MiFish.0821.4Pad.Up11.1,MiFish,A,55,UDP0055,UDP0055,G07,821,4Pad,Up11,1,1,sample,
4,NGN0332,MiFish.0821.4Pad.Up11.2,MiFish,A,56,UDP0056,UDP0056,H07,821,4Pad,Up11,2,1,sample,
4,NGN0333,MiFish.0821.4Pad.Up5.1,MiFish,A,57,UDP0057,UDP0057,A08,821,4Pad,Up5,1,1,sample,
4,NGN0334,MiFish.0821.4Pad.Up5.2,MiFish,A,58,UDP0058,UDP0058,B08,821,4Pad,Up5,2,1,sample,
4,NGN0335,MiFish.0821.5Sqm.Dn.3,MiFish,A,59,UDP0059,UDP0059,C08,821,5Sqm,Dn,3,1,sample,
4,NGN0336,MiFish.0821.5Sqm.Up.1,MiFish,A,60,UDP0060,UDP0060,D08,821,5Sqm,Up,1,1,sample,
4,NGN0337,MiFish.0821.5Sqm.Up.2,MiFish,A,61,UDP0061,UDP0061,E08,821,5Sqm,Up,2,1,sample,
4,NGN0338,MiFish.0821.5Sqm.Up.3,MiFish,A,62,UDP0062,UDP0062,F08,821,5Sqm,Up,3,1,sample,
4,NGN0339,MiFish.Kangaroo.Run.4,MiFish,A,63,UDP0063,UDP0063,G08,,Kangaroo,Kangaroo,1,1,kangaroo,
4,NGN0340,COI.0421.1Prt.Dn.3,COI,A,64,UDP0064,UDP0064,H08,421,1Prt,Dn,3,100,sample,
4,NGN0341,COI.0421.1Prt.Up.2,COI,A,65,UDP0065,UDP0065,A09,421,1Prt,Up,2,100,sample,
4,NGN0342,COI.0421.2Brn.Up.2,COI,A,66,UDP0066,UDP0066,B09,421,2Brn,Up,2,1,sample,
4,NGN0343,COI.0421.4Pad.Up11.1,COI,A,68,UDP0068,UDP0068,D09,421,4Pad,Up11,1,1,sample,
4,NGN0344,COI.0421.5Sqm.Dn.1,COI,A,70,UDP0070,UDP0070,F09,421,5Sqm,Dn,1,1,sample,
4,NGN0345,COI.0421.5Sqm.Dn.3,COI,A,71,UDP0071,UDP0071,G09,421,5Sqm,Dn,3,1,sample,
4,NGN0346,COI.0421.5Sqm.Up.1,COI,A,72,UDP0072,UDP0072,H09,421,5Sqm,Up,1,1,sample,
4,NGN0347,COI.0821.1Prt.Dn.3,COI,A,73,UDP0073,UDP0073,A10,821,1Prt,Dn,3,10,sample,
4,NGN0348,COI.0821.1Prt.Up.2,COI,A,74,UDP0074,UDP0074,B10,821,1Prt,Up,2,10,sample,
4,NGN0349,COI.0821.1Prt.Up.3,COI,A,75,UDP0075,UDP0075,C10,821,1Prt,Up,3,10,sample,
4,NGN0350,COI.0821.2Brn.Up.2,COI,A,76,UDP0076,UDP0076,D10,821,2Brn,Up,2,1,sample,
4,NGN0351,COI.0821.3Chk.Dn.1,COI,A,77,UDP0077,UDP0077,E10,821,3Chk,Dn,1,1,sample,
4,NGN0352,COI.0821.3Chk.Dn.2,COI,A,78,UDP0078,UDP0078,F10,821,3Chk,Dn,2,1,sample,
4,NGN0353,COI.0821.3Chk.Up.1,COI,A,79,UDP0079,UDP0079,G10,821,3Chk,Up,1,1,sample,
4,NGN0354,COI.0821.4Pad.Dn.3,COI,A,80,UDP0080,UDP0080,H10,821,4Pad,Dn,3,1,sample,
4,NGN0355,COI.0821.4Pad.Up11.2,COI,A,81,UDP0081,UDP0081,A11,821,4Pad,Up11,2,1,sample,
4,NGN0356,COI.0821.4Pad.Up11.3,COI,A,82,UDP0082,UDP0082,B11,821,4Pad,Up11,3,1,sample,
4,NGN0357,COI.0821.4Pad.Up5.1,COI,A,83,UDP0083,UDP0083,C11,821,4Pad,Up5,1,1,sample,
4,NGN0358,COI.0821.5Sqm.Up.2,COI,A,84,UDP0084,UDP0084,D11,821,5Sqm,Up,2,1,sample,
4,NGN0359,COI.Kangaroo.Run.4,COI,A,85,UDP0085,UDP0085,E11,,Kangaroo,Kangaroo,1,1,kangaroo,
4,NGN0360,MiMammal.0321.1Prt.Dn.3,MiMammal,A,91,UDP0091,UDP0091,C12,321,1Prt,Dn,3,10,sample,
4,NGN0361,MiMammal.0321.1Prt.Up.2,MiMammal,A,92,UDP0092,UDP0092,D12,321,1Prt,Up,2,10,sample,
4,NGN0362,MiMammal.0321.1Prt.Up.3,MiMammal,A,93,UDP0093,UDP0093,E12,321,1Prt,Up,3,10,sample,
4,NGN0363,MiMammal.0321.2Brn.Dn.1,MiMammal,A,94,UDP0094,UDP0094,F12,321,2Brn,Dn,1,1,sample,
4,NGN0364,MiMammal.0321.2Brn.Up.2,MiMammal,A,95,UDP0095,UDP0095,G12,321,2Brn,Up,2,1,sample,
4,NGN0365,MiMammal.0321.4Pad.Dn.1,MiMammal,A,96,UDP0096,UDP0096,H12,321,4Pad,Dn,1,1,sample,
6,NGN0496,MiMammal.0621.1Prt.Dn.3,MiMammal,B,97,UDP0097,UDP0097,,621,1Prt,Dn,3,,sample,
6,NGN0497,MiMammal.0621.1Prt.Up.1,MiMammal,B,98,UDP0098,UDP0098,,621,1Prt,Up,1,,sample,
6,NGN0498,MiMammal.0621.1Prt.Up.3,MiMammal,B,99,UDP0099,UDP0099,,621,1Prt,Up,3,,tech_rep,
6,NGN0499,MiMammal.0621.2Brn.Up.2,MiMammal,B,100,UDP0100,UDP0100,,621,2Brn,Up,2,,sample,
6,NGN0500,MiMammal.0621.2Brn.Up.3,MiMammal,B,101,UDP0101,UDP0101,,621,2Brn,Up,3,,sample,
6,NGN0501,MiMammal.0621.3Chk.Dn.1,MiMammal,B,102,UDP0102,UDP0102,,621,3Chk,Dn,1,,sample,
6,NGN0502,MiMammal.0621.3Chk.Up.2,MiMammal,B,103,UDP0103,UDP0103,,621,3Chk,Up,2,,sample,
6,NGN0503,MiMammal.0621.3Chk.Up.3,MiMammal,B,104,UDP0104,UDP0104,,621,3Chk,Up,3,,sample,
6,NGN0504,MiMammal.0621.4Pad.Up5.2,MiMammal,B,105,UDP0105,UDP0105,,621,4Pad,Up5,2,,sample,
6,NGN0505,MiMammal.0621.4Pad.Up5.3,MiMammal,B,106,UDP0106,UDP0106,,621,4Pad,Up5,3,,sample,
6,NGN0506,MiMammal.0621.5Sqm.Dn.1,MiMammal,B,107,UDP0107,UDP0107,,621,5Sqm,Dn,1,,sample,
6,NGN0507,MiMammal.0621.5Sqm.Dn.3,MiMammal,B,108,UDP0108,UDP0108,,621,5Sqm,Dn,3,,sample,
6,NGN0508,MiMammal.0621.1Prt.Up.3.TR2,MiMammal,B,109,UDP0109,UDP0109,,621,1Prt,Up,3,,tech_rep,
6,NGN0509,MiMammal.0621.1Prt.Up.3.TR3,MiMammal,B,110,UDP0110,UDP0110,,621,1Prt,Up,3,,tech_rep,
6,NGN0510,MiMammal.0721.1Prt.Dn.2,MiMammal,B,111,UDP0111,UDP0111,,721,1Prt,Dn,2,,sample,
6,NGN0511,MiMammal.0721.1Prt.Dn.3,MiMammal,B,112,UDP0112,UDP0112,,721,1Prt,Dn,3,,sample,
6,NGN0512,MiMammal.0721.2Brn.Dn.2,MiMammal,B,113,UDP0113,UDP0113,,721,2Brn,Dn,2,,sample,
6,NGN0513,MiMammal.0721.2Brn.Up.1,MiMammal,B,114,UDP0114,UDP0114,,721,2Brn,Up,1,,sample,
6,NGN0514,MiMammal.0721.2Brn.Up.3,MiMammal,B,115,UDP0115,UDP0115,,721,2Brn,Up,3,,sample,
6,NGN0515,MiMammal.0721.3Chk.Up.2,MiMammal,B,116,UDP0116,UDP0116,,721,3Chk,Up,2,,sample,
6,NGN0516,MiMammal.0721.3Chk.Up.3,MiMammal,B,117,UDP0117,UDP0117,,721,3Chk,Up,3,,sample,
6,NGN0517,MiMammal.0721.4Pad.Dn.3,MiMammal,B,118,UDP0118,UDP0118,,721,4Pad,Dn,3,,sample,
6,NGN0518,MiMammal.0721.4Pad.Up11.1,MiMammal,B,119,UDP0119,UDP0119,,721,4Pad,Up11,1,,sample,
6,NGN0519,MiMammal.0721.4Pad.Up5.2,MiMammal,B,120,UDP0120,UDP0120,,721,4Pad,Up5,2,,sample,
6,NGN0520,MiMammal.0721.5Sqm.Dn.3,MiMammal,B,121,UDP0121,UDP0121,,721,5Sqm,Dn,3,,sample,
6,NGN0521,MiMammal.0721.5Sqm.Up.2,MiMammal,B,122,UDP0122,UDP0122,,721,5Sqm,Up,2,,sample,
6,NGN0522,MiMammal.0521.2Brn.Dn.3,MiMammal,B,123,UDP0123,UDP0123,,521,2Brn,Dn,3,,sample,
6,NGN0523,MiMammal.0521.3Chk.Dn.1,MiMammal,B,124,UDP0124,UDP0124,,521,3Chk,Dn,1,,sample,
6,NGN0524,MiMammal.0521.3Chk.Up.2,MiMammal,B,125,UDP0125,UDP0125,,521,3Chk,Up,2,,sample,
6,NGN0525,MiMammal.0521.4Pad.Up11.2,MiMammal,B,126,UDP0126,UDP0126,,521,4Pad,Up11,2,,sample,
6,NGN0526,MiMammal.0521.4Pad.Up11.3,MiMammal,B,127,UDP0127,UDP0127,,521,4Pad,Up11,3,,sample,
6,NGN0527,MiMammal.Kangaroo.Run.6,MiMammal,B,128,UDP0128,UDP0128,,Kangaroo,Kangaroo,Kangaroo,,,kangaroo,
6,NGN0528,MiFish.0621.1Prt.Dn.1,MiFish,B,129,UDP0129,UDP0129,,621,1Prt,Dn,1,,sample,
6,NGN0529,MiFish.0621.2Brn.Dn.1,MiFish,B,130,UDP0130,UDP0130,,621,2Brn,Dn,1,,sample,
6,NGN0530,MiFish.0621.2Brn.Dn.2,MiFish,B,131,UDP0131,UDP0131,,621,2Brn,Dn,2,,sample,
6,NGN0531,MiFish.0621.2Brn.Up.1,MiFish,B,132,UDP0132,UDP0132,,621,2Brn,Up,1,,sample,
6,NGN0532,MiFish.0621.2Brn.Up.3,MiFish,B,133,UDP0133,UDP0133,,621,2Brn,Up,3,,sample,
6,NGN0533,MiFish.0621.3Chk.Dn.1,MiFish,B,134,UDP0134,UDP0134,,621,3Chk,Dn,1,,sample,
6,NGN0534,MiFish.0621.3Chk.Dn.2,MiFish,B,135,UDP0135,UDP0135,,621,3Chk,Dn,2,,sample,
6,NGN0535,MiFish.0621.3Chk.Up.3,MiFish,B,136,UDP0136,UDP0136,,621,3Chk,Up,3,,sample,
6,NGN0536,MiFish.0621.4Pad.Dn.1,MiFish,B,137,UDP0137,UDP0137,,621,4Pad,Dn,1,,sample,
6,NGN0537,MiFish.0621.4Pad.Dn.2,MiFish,B,138,UDP0138,UDP0138,,621,4Pad,Dn,2,,sample,
6,NGN0538,MiFish.0621.4Pad.Dn.3,MiFish,B,139,UDP0139,UDP0139,,621,4Pad,Dn,3,,sample,
